value,Persuasion,Benchmark,0,4,9,24
0,Persuasion 0,0.6857016446563333,0.6771751816191914,0.676070108392179,0.6767244590170028,0.6735911259258901
0,Persuasion 0.3,0.6118109541992205,0.5881966986662193,0.5849305854709393,0.5925432203479297,0.5918535744002715
0,Persuasion 0.5,0.5494510052997985,0.5224009746594309,0.5228511453530958,0.5288522752754681,0.529552353012694
0,Persuasion 0.7,0.45464746262454364,0.454069054302904,0.4387693792238688,0.4582861483399456,0.4493296009745929
0,Persuasion 1,0.7002231312214254,0.9987407112009495,0.9987407112009495,0.9748004149222946,0.9822781335707818
1,Persuasion 0,0.7755314211698152,0.7560597017286377,0.7560184878843818,0.756449106835038,0.7547625775302236
1,Persuasion 0.3,0.715585811896234,0.6682702618380852,0.6721116296367285,0.6719464166611133,0.6774524286645138
1,Persuasion 0.5,0.7045937561800749,0.642924598540814,0.6509399544521248,0.6540964612532112,0.6637890538762875
1,Persuasion 0.7,0.6422537902063972,0.5338253559669441,0.5400443453177599,0.5519780105565174,0.540229398455568
1,Persuasion 1,0.950966156359874,0.5539468298600388,0.4482089003922219,0.5503252479119297,0.5647645774255092
2,Persuasion 0,0.8011838859136035,0.7910410840885104,0.7915210440780415,0.7912918995409653,0.7912472248114105
2,Persuasion 0.3,0.795141436954398,0.7445389223516469,0.764291023415103,0.7550700007784262,0.7686089539798059
2,Persuasion 0.5,0.7887367714144431,0.7084938487112923,0.7232738377232892,0.7117536704199859,0.727191470755517
2,Persuasion 0.7,0.7827287203044812,0.6180935358403442,0.6474063448634547,0.654037695443279,0.6669110619355628
2,Persuasion 1,0.9623061108104431,0.5029006176161311,0.5333938799786576,0.6090103307192941,0.6363671937289943
3,Persuasion 0,0.7438721750461449,0.7240113580834387,0.7251583689777853,0.7243142592419503,0.7240805187968735
3,Persuasion 0.3,0.69961706626473,0.6794512805881957,0.6836822354096806,0.6841739376879936,0.6857757224803996
3,Persuasion 0.5,0.6592604305363216,0.6008669161329487,0.6317735455112712,0.6303391325336577,0.641149357933845
