value,Persuasion,Benchmark,0,4,9,24
0,Persuasion 0,-0.2649837037507633,-0.26956760842290695,-0.26877214182581016,-0.26942878509038026,-0.26874745362817626
0,Persuasion 0.3,-0.24499204554162532,-0.26005040348981984,-0.25824622001825054,-0.2559129416995493,-0.2541756082544494
0,Persuasion 0.5,-0.24786898598306084,-0.26357980787234714,-0.2645821672803839,-0.2562928289201493,-0.2607253382072844
0,Persuasion 0.7,-0.24773541383465897,-0.2633625851079614,-0.26535900066241347,-0.2613941299575407,-0.25551549718949396
0,Persuasion 1,-0.5666562632989406,-0.3090096284877889,-0.3498572783441537,-0.3521470383789033,-0.30802984802091854
